_id,DatGeracaoConjuntoDados,IdcSituacaoProjeto,DscCodProjeto,NomAgente,SigAgente,NumCPFCNPJ,DscChamPEDEstrategico,DscTituloProjeto,QtdMesesDuracaoPrevista,SigSegmentoSetorEletrico,SigTemaProjeto,SigFasInovacaoProjeto,SigTipoProdutoProjeto,VlrCustoTotalPrevisto,AnoCadastroPropostaProjeto,DatConclusaoProjeto,VlrCustoTotalAuditado
1,2025-05-01,EM ATRASO,PD-00026-0113,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,Sistema Sinalizador de Falhas de Isoladores em Estruturas de Média e Alta Tensão utilizando ultrassom e radiofrequência de baixo custo,24,D,MF,DE,CD,850336,2013,,
2,2025-05-01,EM ATRASO,PD-00026-0111,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,Estudo para o desenvolvimento de um controle PWM para sistemas solares fotovoltaicos conectados à rede,24,D,FA,DE,CD,318250,2017,,
3,2025-05-01,CONCLUÍDO,PD-00026-1913,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,Modelo de operação otimizado para microssistema isolado de geração e distribuição de energia elétrica em região remota.,60,G,FA,CS,SM,"14379261,5",2019,2024-12-16,"21846377,82"
4,2025-05-01,EM ATRASO,PD-00026-2013,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,,31,,,,,,2013,,
5,2025-05-01,EM ATRASO,PD-00026-0001,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,,,,,,,,2018,,
6,2025-05-01,EM ATRASO,PD-00026-0116,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,SARA - Sistema remoto de análise contínua do estado operacional de equipamentos de alta tensão através do monitoramento do óleo isolante via Impedância Elétrica em Rádio Freqüência,30,D,SC,DE,ME,2306882,2016,,
7,2025-05-01,CONCLUÍDO,PD-00026-0211,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,Planejamento de recursos operativos para o alcance de metas de indicadores de continuidade na rede de distribuição usando modelos de otimização com base na simulação estocástica de eventos discretos,25,D,OP,PA,CM,733840,2011,2015-07-14,"702336,48"
8,2025-05-01,EM ATRASO,PD-00026-0311,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,Desenvolvimento de tecnologia para a priorização de planos de expansão do sistema de alta e média tensão,37,D,PL,DE,SW,,2011,,
9,2025-05-01,CANCELADO,PD-00026-0411,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,Sistema Piloto de Gerenciamento Remoto de Consumidores Monofásicos - SISGERM,18,D,SC,DE,SM,"445454,1",2011,,
10,2025-05-01,CANCELADO,PD-00026-0002,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,EAC,04065033000170,,PA - Modelo de Otimização Conjunta de Perdas Técnicas e Não Técnicas,18,D,EE,PA,SW,89634,2010,,
11,2025-05-01,EM ATRASO,PD-00031-0001,COMPANHIA DE ELETRICIDADE DO AMAPA CEA,CEA,05965546000109,,Ferramenta Computacional de Alocação Ótima de Dispositivos de Proteção e de Manobra em Redes de Distribuição de Energia Elétrica,36,D,SC,PA,SW,709500,2015,,
12,2025-05-01,EM ATRASO,PD-00031-0002,COMPANHIA DE ELETRICIDADE DO AMAPA CEA,CEA,05965546000109,,"Ferramenta de Alocação e Dimensionamento Ótimo de Banco de Capacitores, em redes de distribuição de energia elétrica, sob restrições de ressonância harmônica.",36,D,SC,PA,SW,746350,2015,,
13,2025-05-01,EM ATRASO,PD-00031-0003,COMPANHIA DE ELETRICIDADE DO AMAPA CEA,CEA,05965546000109,,"Sistema remoto de monitoramento de pontos quentes em conexões elétricas, utilizando sensores ópticos.",36,D,OP,PA,ME,359310,2015,,
14,2025-05-01,EM ATRASO,PD-00031-0004,COMPANHIA DE ELETRICIDADE DO AMAPA CEA,CEA,05965546000109,,"Sistema para balanceamento automático de carga em tempo real, para redes de distribuição de baixa tensão.",24,D,OP,DE,CD,363242,2015,,
15,2025-05-01,EM EXECUÇÃO,PD-00031-0006,COMPANHIA DE ELETRICIDADE DO AMAPA CEA,CEA,05965546000109,,Eletrificação e digitalização da operação remota de equipamentos para garantir qualidade da água em estação de tratamento através de coleta com dispositivo autônomo,24,D,SC,LP,CD,"2993571,7",2024,,
16,2025-05-01,EM ATRASO,PD-00031-0005,COMPANHIA DE ELETRICIDADE DO AMAPA CEA,CEA,05965546000109,,Sistema IOT- Cloud de Medição Centralizada de Energia Voltado à Rede da CEA.,60,D,SC,DE,CD,"2500000,08",2018,,
17,2025-05-01,EM ATRASO,PD-00032-2308,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,Sistemas de distribuição do futuro (DSO) no contexto brasileiro,17,D,PL,PA,CM,"1823558,77",2023,,
18,2025-05-01,EM ATRASO,PD-00032-2307,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,VHF Power,17,D,SC,DE,CD,3239875,2023,,
19,2025-05-01,EM EXECUÇÃO,PD-00032-2313,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,Mapas de percepção de riscos em furtos/fraudes de energia elétrica em ambientes complexos da área de concessão,24,D,MF,PA,CM,3500000,2023,,
20,2025-05-01,CONCLUÍDO,PD-00032-1704,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,SIDEC - Sistema Inteligente para Dimensionamento de Equipes de Campo,60,D,PL,PA,SW,"3683902,56",2017,2023-09-13,"4025351,12"
21,2025-05-01,EM EXECUÇÃO,PD-00032-2204,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,Desenvolvimento de sistema de geração fotovoltaica e armazenamento de energia considerando-se a utilização de serviços ancilares para melhoria da qualidade da energia elétrica em redes de distribuição,36,D,QC,PA,SM,16932732,2022,,
22,2025-05-01,EM ATRASO,PD-00032-0002,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,"Um novo dispositivo eletromagnético destinado à regulação de tensão: concepção, modelagem, projeto, construção e avaliação de desempenho",24,D,QC,DE,ME,2232925,2012,,
23,2025-05-01,CONCLUÍDO,PD-00032-0001,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,"Desenvolvimento de conjunto conector derivação, ferramenta de aplicação e procedimento que possibilite a sua instalação, da escada ou do poste, em redes de média tensão com os condutores energizados.",34,D,OU,DE,MS,1004425,2011,2018-05-14,"1197957,12"
24,2025-05-01,CONCLUÍDO,PD-00032-1509,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,Desenvolvimento de Modelo de Automação e Otimização do Despacho Dinâmico de Equipes baseado em Indicadores.,26,D,PL,PA,CM,1423356,2015,2019-05-08,"1439842,76"
25,2025-05-01,CONCLUÍDO,PD-00032-1510,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,Desenvolvimento de solução integrada de controle otimizado de tensão e reativos (Volt/VAr) para sistemas de distribuição,57,D,OP,DE,SW,"6232692,96",2015,2020-12-22,"6266664,11"
26,2025-05-01,EM ATRASO,PD-00032-1513,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ETO,25086034000171,,Ferramenta Inteligente para Planejamento e Gestão do Manejo de Árvores ao Longo das RD de Energia Elétrica Utilizando Técnicas de Processamento e Análise de Imagens de Satélites de Alta Resolução.,36,D,OP,DE,SW,3721700,2015,,"3440701,54"
27,2025-05-01,CONCLUÍDO,PD-00037-0019,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Técnicas avançadas e protótipo de sistema para inovação da gestão e execução de serviços de campo de uma distribuidora de energia elétrica,60,D,OP,DE,SM,1553160,2014,2019-07-16,"1541708,58"
28,2025-05-01,CONCLUÍDO,PD-00037-0040,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Análise e quantificação das perdas harmônicas em sistemas de distribuição elétrica através de medições para identificação e modelagem da tipologia harmônica das cargas e seu fator de potência real.,50,D,MF,PA,CM,2357984,2019,2024-09-12,"2572353,06"
29,2025-05-01,EM ATRASO,PD-00037-0025,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Cabeça de Série - Telecomando de Chaves da Rede de Distribuição através da Tecnologia PLC (PowerLineCommunications),60,D,SC,CS,CD,"2110354,2",2017,,"1771873,45"
30,2025-05-01,EM ATRASO,PD-00037-0026,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,CABEÇA DE SÉRIE - CHAVE FUSÍVEL CONTRA AÇÃO DE TERCEIRO,60,D,SE,CS,ME,2834900,2017,,"2156616,96"
31,2025-05-01,CONCLUÍDO,PD-00037-0012,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Cabeça de Série de Sistema de Telemedição de Clientes Rurais da rede Cemar.,15,D,MF,CS,SM,"478926,76",2017,2019-05-13,"453039,19"
32,2025-05-01,EM ATRASO,PD-00037-0013,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Cabeça de Série do Religamento Automático com Bloqueio de Cabo ao Solo para Transformadores de BT,15,D,SC,CS,CD,"597575,36",2017,,"423630,26"
33,2025-05-01,CONCLUÍDO,PD-00037-0015,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Lote Pioneiro do Religamento Automático com Bloqueio de Cabo ao Solo para Transformadores de BT,15,D,SC,LP,CD,824728,2017,2019-05-13,"810708,76"
34,2025-05-01,EM ATRASO,PD-00037-0034,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Desenvolvimento de uma inovadora ferramenta computacional para coordenação automática e ajuste de proteções em sistemas de alta tensão,43,D,SC,PA,SW,2123940,2018,,"1486048,49"
35,2025-05-01,CONCLUÍDO,PD-00037-0033,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema online para o diagnóstico de falhas incipientes em transformadores de potência com redes neurais autoassociativas,45,D,SC,PA,SM,2219442,2018,2022-08-15,"1213236,07"
36,2025-05-01,CONCLUÍDO,PD-00037-0024,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Internet of Grids - IoG: O conceito de Internet das Coisas aplicado ao sistema elétrico de distribuição,54,D,SC,DE,CD,"3089254,64",2016,2021-05-11,"3186875,02"
37,2025-05-01,CONCLUÍDO,PD-00037-0008,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,,,,,,,,2010,2017-12-15,"284472,12"
38,2025-05-01,CONCLUÍDO,PD-00037-0009,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema Inteligente de Análise de Calculo de Fatura de Fraude,16,D,MF,PA,SW,"668620,31",2010,2017-12-15,"651174,11"
39,2025-05-01,CONCLUÍDO,PD-00037-0021,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,LOTE PIONEIRO COM 100 UNIDADES DE TRANSFORMADOR DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA COM MEDIÇÃO INTEGRADA DE ENERGIA,30,D,SC,LP,CD,3347962,2014,2017-05-22,"3000706,76"
40,2025-05-01,CONCLUÍDO,PD-00037-0020,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema Elétrico Modular para Atendimento Elétrico de Regiões Remotas Através de Fontes de Energia Renováveis,27,D,FA,PA,CD,"2636439,01",2014,2016-12-28,"2360425,51"
41,2025-05-01,CONCLUÍDO,PD-00037-0001,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema Inteligente para apoio a Tomada de Decisão de equipes operacionais e de gestão via  desenvolvimento de um protótipo de um centro de gestão da manutenção de um Sistema Distribuição de Energia,24,D,SC,DE,SM,"797326,21",2017,2017-12-15,"784880,41"
42,2025-05-01,CONCLUÍDO,PD-00037-0002,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,DETECTOR REMOTO DE CURTO CIRCUITO EM LINHAS DE DISTRIBUIÇÃO,20,D,SC,PA,SM,"400222,33",2017,2017-12-15,"422208,56"
43,2025-05-01,CONCLUÍDO,PD-00037-0004,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,CHAVE FUSÍVEL CONTRA AÇÃO DE TERCEIRO,24,D,SE,DE,ME,"696713,27",2017,2017-12-15,"643337,84"
44,2025-05-01,EM ATRASO,PD-00037-0006,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Seleção de melhor portfólio de contratos através da metodologia de análise hierárquica sob múltiplos critérios,24,D,PL,DE,SM,"954660,85",2017,,
45,2025-05-01,CONCLUÍDO,PD-00037-0010,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Cabeça de Série de Sistema Sinalizador de Defeitos de Isoladores de Estruturas de 72.5 KV.,15,D,SC,CS,CD,"543741,44",2017,2017-12-15,"505731,9"
46,2025-05-01,CANCELADO,PD-00037-0011,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Desenvolvimento de um sistema inteligente de automação de operação de equipe de campo,18,D,SC,DE,SM,"1011849,02",2017,,
47,2025-05-01,EM ATRASO,PD-00037-0003,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema de Monitoramento Metereológico para Tomada de Decisões em Centro de Operações,18,D,QC,DE,SM,"324597,73",2009,,"316885,67"
48,2025-05-01,CONCLUÍDO,PD-00037-0036,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Definição adaptativa de parâmetros para a crítica da medição do consumo de energia elétrica usando Deep Learning e Survival Analysis,38,D,MF,PA,SW,"2568853,8",2019,2022-05-13,"1535573,24"
49,2025-05-01,CONCLUÍDO,PD-00037-0037,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Desenvolvimento de aplicação de filmes fotovoltaicos orgânicos em lonas tensionadas em diferentes layouts de cobertura e medição de geração de eletricidade nos diferentes ângulos de incidência solar,60,D,FA,DE,CD,3592620,2019,2024-04-10,"3360693,44"
50,2025-05-01,EM EXECUÇÃO,PD-00037-0042,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Pesquisa e modelagem de fenomenos micrometeorologicos  e suas implicacoes em diferentes escalas temporais e espaciais no planejamento e operação de parques eolicos e fotovoltaicos na regiao equatorial,60,D,PL,PA,CM,6332138,2020,,
51,2025-05-01,CONCLUÍDO,PD-00037-0044,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,CLUSTERING INTELIGENTE DE OCORReNCIAS NA REDE DE DISTRIBUIcaO.,32,D,SC,PA,CM,"2478980,12",2022,2024-12-26,"2004935,5"
52,2025-05-01,EM EXECUÇÃO,PD-00037-0052,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,CENTRO INTELIGENTE DE CONTROLE E MONITORAMENTO PREDITIVO DE ATIVOS,18,D,SC,DE,SM,"19807318,87",2024,,
53,2025-05-01,EM EXECUÇÃO,PD-00037-0054,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Centro de Monitoramento de Clientes baseado em inteligencia artificial e visao computacional em tempo real,24,D,MF,DE,SM,"20995670,33",2024,,
54,2025-05-01,CONCLUÍDO,PD-00037-0043,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,"Microrrede com fontes de energia renovaveis para melhorar a resiliencia, a confiabilidade e a qualidade da energia no Centro de Lancamento de Alcantara",55,D,FA,DE,CM,"19397074,4",2020,2024-12-24,"16201531,12"
55,2025-05-01,CANCELADO,PD-00037-0017,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,"DESENVOLVIMENTO E IMPLANTAÇÃO DE UM SISTEMA INTEGRADO PILOTO DE TELEMEDIÇÃO, MONITORAMENTO E CONTROLE REMOTO DE REDES DE DISTRIBUIÇÃO DE BAIXA TENSÃO BASEADA NOS CONCEITOS SMART-GRID",30,D,MF,DE,SM,"3282651,11",2017,,
56,2025-05-01,EM EXECUÇÃO,PD-00037-0048,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Metodologia sustentavel de aplicacao de Usina Fotovoltaica Social para beneficio de clientes de baixa renda,30,D,MF,DE,CM,"10678498,84",2024,,
57,2025-05-01,EM EXECUÇÃO,PD-00037-0055,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Platarforma Inteligente para Gestão da Inadimplência e Arrecadação,18,D,MF,DE,SM,"6417564,38",2024,,
58,2025-05-01,CARREGADO,PD-00037-0056,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,ADA  Avatar Digital de Atendimento Baseada em Grandes Modelos de Linguagem para Serviços de Agências,18,D,QC,DE,SM,"3466634,9",2024,,
59,2025-05-01,EM EXECUÇÃO,PD-00037-0051,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Calculo de CNR e Laudo automatizados e leitura apoiados por inteligência artificial e visão computacional,31,D,MF,DE,SW,"9645065,94",2024,,
60,2025-05-01,EM ATRASO,PD-00037-0039,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Cabeca de serie - Internet of Grids - IoG: O conceito de Internet das Coisas aplicado ao sistema elétrico de distribuição,60,D,SC,CS,SM,"15457354,44",2020,,"3186875,02"
61,2025-05-01,EM EXECUÇÃO,PD-00037-0041,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Modelo Replicavel de Laboratorio de Inovacao para Setor Eletrico Objetivando o Fomento de Ecossistema de Desenvolvimento de Tecnologia com Foco em Produtos,60,D,OU,DE,CM,"9086246,51",2023,,
62,2025-05-01,EM EXECUÇÃO,PD-00037-0049,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,IA Generativa LLM aplicada a processamento de voz para deteccao de desvios de conduta em Call Center e extracao de dados de performance,18,D,MF,DE,SM,"6729982,35",2023,,
63,2025-05-01,EM EXECUÇÃO,PD-00037-0047,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,,30,,,,,,2024,,
64,2025-05-01,CONCLUÍDO,PD-00037-0031,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Inteligência computacional para identificar a predisposição de consumidores de distribuidora de energia elétrica à proposição de ações judiciais.,44,D,QC,PA,SW,"2850819,8",2018,2022-05-25,"1847216,66"
65,2025-05-01,CONCLUÍDO,PD-00037-0032,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Autoleitura de consumo de energia elétrica com auto-auditoria periódica baseados em processamento de imagem e inteligência computacional - AutoSILEM,43,D,MF,PA,SW,"2136594,1",2018,2022-07-18,"1425343,59"
66,2025-05-01,EM EXECUÇÃO,PD-00037-0053,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,"Horus Plataforma suporte a controle, previsão e planejamento da Operação do sistema elétrico em cenários de contingência climática extrema",24,D,OP,DE,SM,11307085,2024,,
67,2025-05-01,CONCLUÍDO,PD-00037-0027,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Conversor Bidirecional para Aplicações em Microrredes Baseadas em Fontes Renováveis e Banco de Baterias-CABEÇA DE SÉRIE,24,D,FA,CS,ME,"3452927,56",2017,2022-04-12,"3047939,64"
68,2025-05-01,CONCLUÍDO,PD-00037-0018,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema Smart Integração - Sistema de integração inteligente de dispositivos de sensores e atuadores com protocolos legados ou de tecnologia proprietária,28,D,SC,DE,SM,1909193,2017,2019-05-13,"1418265,55"
69,2025-05-01,CONCLUÍDO,PD-00037-0022,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Cabeça de Série Sistema de Monitoramento Metereologico para Tomada de Decisoes em Centro de Operacoes,66,D,SC,CS,SM,"2233374,9",2017,2021-02-03,"1611958,9"
70,2025-05-01,CONCLUÍDO,PD-00037-0028,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Desenvolvimento experimental de metodologia para a detecção e redução de fatores de vulnerabilidade da vegetação que causam interrupções no fornecimento de energia,66,D,MA,PA,CM,"4473033,36",2017,2025-01-29,"2035284,61"
71,2025-05-01,CONCLUÍDO,PD-00037-0029,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Sistema de Apoio a Manutenção e Operação do Sistema Elétrico utilizando Realidade Aumentada e monitoramento biométrico.,24,D,SE,DE,SM,"2199332,44",2017,2022-09-06,"1535837,16"
72,2025-05-01,EM ATRASO,PD-00037-0030,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,"DETECTOR MULTIFUNCIONAL DE FRAUDES BASEADO EM anásises de compatibilidade e interferência eletromagnética, sinais em frequencia, infravermelho e audiomentria - MULTIDetector - MTD",48,D,MF,PA,CD,"1763356,18",2017,,"1667367,89"
73,2025-05-01,CONCLUÍDO,PD-00037-0035,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Aplicacão de Machine Learning para gestão do uso mútuo telecom  e IP na rede de distribuicão de energia.,18,D,SC,DE,SW,"8107755,76",2018,2022-07-11,"6735280,66"
74,2025-05-01,EM EXECUÇÃO,PD-00037-0046,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,,38,,,,,,2022,,
75,2025-05-01,CONCLUÍDO,PD-00037-0005,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Ferramenta Computacional para Gerenciamento Técnico de Múltiplos Geradores Conectados em Sistemas de Distribuição de Energia Elétrica,24,D,PL,PA,SW,"854310,07",2010,2017-12-15,"805478,11"
76,2025-05-01,CONCLUÍDO,PD-00037-0014,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A,Equatorial MA,06272793000184,,Pesquisas regulatórias para atender à Resolução 414/ANEEL/2010: determinação do tempo diário a ser faturado na iluminação pública e do tempo médio e frequência de utilização de cargas em residências,60,D,MF,PA,SW,"883063,64",2011,2017-02-17,"834286,8"
77,2025-05-01,EM ATRASO,PD-00038-0009,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,INDICADOR DE CONSUMO DE ENERGIA PARA APLICAÇÃO NOS MEDIDORES DE CLIENTES DE BAIXA RENDA,12,D,MF,PA,SM,440280,2012,,
78,2025-05-01,CONCLUÍDO,PD-00038-0010,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,Líquido da Casca de Castanha do Caju: Resina Fenólica para construção de Poste de Concreto - (Poste -LCC),22,D,OU,PA,MS,480719,2012,2019-05-13,"489186,14"
79,2025-05-01,CONCLUÍDO,PD-00038-0017,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,DESENVOLVIMENTO DE CABEÇA DE SÉRIE DE TRANSFORMADOR DE DISTRIBUIÇÃO COM ÓLEO VEGETAL DA AMÊNDOA DE BABAÇU - TOB,24,D,MA,CS,CD,"1087853,8",2015,2022-05-13,"1247478,47"
80,2025-05-01,CONCLUÍDO,PD-00038-0025,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,"Ecossistema UX (User eXperience), integrando smart metering com entrega virtual de fatura, serviços da concessionária, aparelhos mobile e linha branca, com função resposta à demanda.",60,D,MF,DE,ME,"2476355,56",2020,2024-12-26,"2092216,73"
81,2025-05-01,EM ATRASO,PD-00038-0026,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,Metodologia baseada em processamento de linguagem natural e inteligencia artificial para critica e orientacao de clientes na aquisicao para interpretacao de imagem visando a leitura do seu consumo,58,D,QC,PA,SW,"2595192,4",2022,,"1567631,31"
82,2025-05-01,EM ATRASO,PD-00038-0021,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,Análise de Vegetação por Imagem via Light Detection and Ranging para Redução de sua Interação com a Rede,60,D,QC,PA,SM,"2770510,9",2019,,
83,2025-05-01,CONCLUÍDO,PD-00038-0022,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,"Sistema inteligente de planejamento, controle e otimizacão do processo de limpeza de isoladores utilizando análise de ofensores da rede elétrica",60,D,QC,DE,SM,4916305,2019,2024-09-12,"4687501,98"
84,2025-05-01,EM ATRASO,PD-00038-0023,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,EQUIPAMENTO DE PODA AUTOMATIZADA REDUZIDO E OTIMIZADO PARA OPERAÇÃO EM ÁREA URBANA,60,D,SE,DE,ME,3696478,2019,,
85,2025-05-01,EM ATRASO,PD-00038-0024,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,Desenvolvimento de Torre de Emergência Móvel tracionada utilizando mecanismos hidráulicos.,60,T,QC,DE,ME,"4134601,92",2019,,
86,2025-05-01,EM ATRASO,PD-00038-0018,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,Desenvolvimento de Religador Trifásico Nacional Ambientalmente Correto,42,D,SC,DE,ME,1823400,2015,,
87,2025-05-01,EM ATRASO,PD-00038-0016,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL PI,06840748000189,,Recuperação de Mercado - Energia Segura com Inibidores de Furtos,36,D,MF,DE,CD,7472964,2015,,"3715682,05"
