_id,DatGeracaoConjuntoDados,IdcSituacaoProjeto,DscCodProjeto,NomAgente,SigAgente,NumCPFCNPJ,DscChamPEDEstrategico,DscTituloProjeto,QtdMesesDuracaoPrevista,SigSegmentoSetorEletrico,SigTemaProjeto,SigFasInovacaoProjeto,SigTipoProdutoProjeto,VlrCustoTotalPrevisto,AnoCadastroPropostaProjeto,DatConclusaoProjeto,VlrCustoTotalAuditado
207,2025-05-01,CONCLUÍDO,PD-00043-0416,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Desenvolvimento de Solução Automatizada e Inteligente associada a Equipamentos de Proteção para melhorar a Gestão e Segurança dos Eletricistas,30,D,SE,DE,SM,"4200770,89",2017,2020-05-19,"4020718,35"
208,2025-05-01,EM ATRASO,PD-00043-0087,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,022/2018,Aplicações Ambientalmente Sustentáveis da Mobilidade Elétrica para a ilha de Fernando de Noronha,58,D,OU,IM,SM,"11182854,44",2019,,
209,2025-05-01,EM ATRASO,PD-00043-0211,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Sistema de Comunicação Inteligente entre os Centros de Operações/Medições e as Chaves de Distribuição e Telemedição com Aplicação Piloto,48,D,OP,DE,SM,"1881973,11",2011,,"1374680,52"
210,2025-05-01,CONCLUÍDO,PD-00043-0511,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Desenvolvimento e validação de metodologia de sistemas de aterramento e proteção de linhas de distribuição e subtransmissão frente a descargas atmosféricas,36,D,SC,PA,CM,"1217453,9",2011,2015-01-12,"1159210,75"
211,2025-05-01,CONCLUÍDO,PD-00043-0709,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Modelo de estruturação e composição de políticas de manutenção de equipamentos em SEs baseado em métodos multicritério utilizando o SMAA (Stochastic Multicriteria Acceptability Analysis Method),24,D,PL,PA,CM,"657511,5",2010,2014-06-13,"641293,99"
212,2025-05-01,CONCLUÍDO,PD-00043-0112,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Transferência e Corte Seletivo Através do Gerenciamento Otimizado de Cargas.,30,D,OP,DE,SM,"2488639,5",2012,2015-05-15,"1831178,66"
213,2025-05-01,CONCLUÍDO,PD-00043-0809,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Desenvolvimento de um sistema supervisor de controle da operação do sistema elétrico em lugares isolados utilizando predominantemente fontes alternativas de energia - Caso Ilha de Fernando de Noronha.,30,G,FA,DE,SM,"1687170,77",2010,2013-11-11,"1279811,49"
214,2025-05-01,CANCELADO,PD-00043-0611,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Aplicação piloto de um sistema de detecção de falta de energia elétrica na rede de distribuição da Celpe através do monitoramento remoto da rede semafórica de trânsito.,12,D,OP,DE,SM,881161,2011,,
215,2025-05-01,CONCLUÍDO,PD-00043-0811,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Metodologia para modelagem dos recursos necessários à minimização da distância entre níveis de desempenho definidos pela norma vigente no setor elétrico e a performance das centrais de teleatendimento,24,D,QC,PA,CM,606412,2011,2014-06-13,"584236,66"
216,2025-05-01,CANCELADO,PD-00043-0509,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Construção e Aplicação de Supressor Magnético de Afundamentos para Cargas Sensíveis Industrial - SMASI,36,D,QC,DE,ME,"3133559,64",2017,,
217,2025-05-01,CONCLUÍDO,PD-00043-1009,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,"Auto Regulador Magnético de Tensão a Reator Naturalmente Saturado - ARMTRS, em 13,8kV - Cabeça de Série",54,D,QC,CS,ME,"2854168,75",2017,2016-03-14,"2598444,1"
218,2025-05-01,CONCLUÍDO,PD-00043-0214,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Pesquisa para identificação e aplicação das melhores práticas em sistemas de proteção de rede de distribuição em baixa tensão.,26,D,SC,PA,CM,"978944,78",2018,2016-12-14,"441948,56"
219,2025-05-01,EM ATRASO,PD-00043-0119,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Antenas Inteligentes - Cabeça de Série,40,D,OU,CS,SM,3228254,2019,,
220,2025-05-01,CONCLUÍDO,PD-00043-0512,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,014/2012,Arranjos Técnicos e Comerciais para Inserção de Geração de Energia Elétrica a Partir do Biogás de Resíduos/Efluentes Líquidos dentro de um Modelo com Biodigestores Dispersos,60,G,FA,PA,CM,"2997167,14",2017,2018-12-20,"4632696,73"
221,2025-05-01,CONCLUÍDO,PD-00043-0609,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Determinação da Vida útil Remanescente de Baterias Chumbo-Ácidas Estacionárias,31,D,SC,DE,CD,590076,2017,2013-05-13,"580578,66"
222,2025-05-01,CANCELADO,PD-00043-0711,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,"Conceitos para redução de custos no processo de arrecadação de contas, associado à acessibilidade no processo, dos consumidores beneficiados pelo programa Tarifa Social de Energia Elétrica (TSEE).",8,D,MF,PB,CM,"304850,66",2017,,
223,2025-05-01,CONCLUÍDO,PD-00043-0909,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Construção e Aplicação de Supressor Magnético de Afundamentos para Cargas Sensíveis Industrial - SMASI,54,D,QC,CS,ME,"2922326,25",2017,2015-11-13,2914242
224,2025-05-01,CONCLUÍDO,PD-00043-1111,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Sistemas de Bombeamento de Água com Sistemas Fotovoltaicos e Tecnologia de Bombeamento Nacional - Zona Rural de Pernambuco,30,D,FA,PA,CM,"887750,89",2017,2014-12-12,"835738,55"
225,2025-05-01,CONCLUÍDO,PD-00043-1211,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Desenvolvimento e implementações de provas de conceito de Redes Inteligentes (RI) em localidade piloto com elevadas restrições ambientais - Caso Ilha de Fernando de Noronha (IFN),60,D,OU,DE,SM,"17579877,85",2017,2017-06-13,"17127536,26"
226,2025-05-01,CONCLUÍDO,PD-00043-0209,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Construção de um Condicionador de Energia Elétrica,28,D,QC,DE,CD,"692333,94",2009,2012-11-13,"629748,72"
227,2025-05-01,CONCLUÍDO,PD-00043-1011,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,"Aperfeiçoamento e definição das características básicas da linha de produção e do sistema de indicação de falta, para obtenção de um cabeça-de-série, e implementação na rede de distribuição da Celpe",28,D,SC,CS,SM,"1477279,62",2011,2014-10-21,"1409637,39"
228,2025-05-01,CANCELADO,PD-00043-0412,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,DESENVOLVIMENTO E IMPLANTAÇÃO DE METODOLOGIA PARA DESTINAÇÃO DE RESÍDUOS DE MEDIDORES ELÉTRICOS DE CONSUMO DE ENERGIA (eletromecânico e eletrônico),24,D,MA,PA,CM,"1534896,15",2012,,
229,2025-05-01,EM ATRASO,PD-00043-0316,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Sistema de Detecção de Água em Óleo de Transformador usando microondas,46,D,QC,DE,ME,2427718,2021,,"1695150,53"
230,2025-05-01,CANCELADO,PD-00043-0219,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Aplicações Ambientalmente Sustentáveis da Mobilidade Elétrica para a ilha de Fernando de Noronha,36,D,OU,IM,SM,"20120372,15",2019,,
231,2025-05-01,EM EXECUÇÃO,PD-00043-0122,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Desenvolvimento de sistema de Inteligência Artificial para identificação de não conformidade de ações de campo e utilização de EPIs por imagens,31,D,SE,DE,SM,"2874612,43",2022,,
232,2025-05-01,EM ATRASO,PD-00043-0121,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Sistema de Medição da Resistência de Aterramento em Subestações Usando Fonte de Injeção de Corrente,46,D,PL,LP,ME,"4218127,8",2020,,
233,2025-05-01,CANCELADO,PD-00043-0309,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Sistema inteligente para diagnóstico em equipamentos de alta tensão baseado em inspeções visuais termográficas,30,D,SC,DE,SM,1066912,2010,,
234,2025-05-01,EM ATRASO,PD-00043-0516,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,021/2016,Otimização Multiobjetivo de Recursos Energéticos Distribuídos visando Sustentabilidade e Confiabilidade em Microrredes Isoladas incluindo Sistema de Armazenamento de Energia com Baterias,60,G,OU,PA,SM,"22337858,5",2016,,"20475158,03"
235,2025-05-01,CONCLUÍDO,PD-00043-0114,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Estudos preditivos de vida útil de medidores eletrônicos de energia elétrica por inferência estatística de parâmetros de desempenho em ensaios de vida acelerados.,18,D,MF,PB,CM,2371820,2017,2016-04-28,"2333750,14"
236,2025-05-01,CONCLUÍDO,PD-00043-0311,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Desenvolvimento de solução mecanizada para a poda de árvores com incidência sobre componentes energizados de linhas e redes aéreas de distribuição de energia elétrica,24,D,MA,PA,ME,"988316,32",2017,2013-09-12,"958653,93"
237,2025-05-01,CONCLUÍDO,PD-00043-0314,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,"Metodologia para Proposição de Política Pública e Regulação em Enterramento de Redes Elétricas nas Cidades de Recife, Salvador e Natal.",18,D,PL,PA,CM,"2160487,32",2017,2016-07-01,"2059146,78"
238,2025-05-01,CANCELADO,PD-00043-0411,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,"Metodologia de definição de tempos e custos de mão de obra em atividades de construção e manutenção de redes usando técnicas de data mining, validação com segmentação de vídeo e avaliação regulatória",24,D,OU,DE,CM,1017295,2017,,
239,2025-05-01,CONCLUÍDO,PD-00043-0109,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Solução de Baixo Custo para Automatização de Seccionalizadores,30,D,SC,DE,CD,"1006403,49",2017,2013-01-10,"936854,83"
240,2025-05-01,CONCLUÍDO,PD-00043-0111,COMPANHIA ENERGETICA DE PERNAMBUCO,Neoenergia PE,10835932000108,,Conceituação e Desenvolvimento de um Sistema Inteligente para Gestão Técnica Eficiente de Redes de Distribuição.,30,D,PL,DE,SM,"1332529,6",2017,2014-05-13,"1175874,57"
241,2025-05-01,EM ATRASO,PD-00044-0027,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Sistema de gerenciamento, análise e controle dos indicadores de qualidade de energia em alimentadores de distribuição da CEAL",30,D,QC,PA,SM,1544470,2013,,
242,2025-05-01,CANCELADO,PD-00044-0010,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Desenvolvimento de tecnologias inovadoras de software para o Smart Grid.,18,D,SC,PA,SW,915600,2010,,
243,2025-05-01,CANCELADO,PD-00044-0003,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Tendências de Tensão no Tempo Real do Centro de Operação do Sistema de Transmissão da CEAL,12,D,OP,DE,SW,299480,2009,,
244,2025-05-01,CANCELADO,PD-00044-0002,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Previsão de Carga no Tempo Real do Centro de Operação do Sistema de Transmissão da CEAL,12,D,OP,PA,SW,300000,2009,,
245,2025-05-01,CONCLUÍDO,PD-00044-0039,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Sistema Juridico Inteligente para Analise e Predicao de Resultados de Litigios e Sugestao de Tratativas (SiJurI),57,D,QC,PA,SW,3037558,2022,2024-08-30,"2080548,55"
246,2025-05-01,CARREGADO,PD-00044-0044,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"REAVIT - Laboratório de Realidade Virtual e Aumentada para Treinamento, Capacitação Técnica de Eletricistas",18,D,SE,DE,SM,"3499295,72",2024,,
247,2025-05-01,EM ATRASO,PD-00044-0015,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Recursos Técnicos para a Redução de Conflitos entre Redes de Distribuição e Processos de Produção de Cana-de-açúcar em Alagoas,36,D,MA,PA,CM,1469715,2011,,
248,2025-05-01,CANCELADO,PD-00044-0016,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Modelo de Avaliação de Alternativas de Suprimento a Instalações de Saneamento Incluindo Técnicas de Gerenciamento de Carga Pelo Lado da Demanda (GLD),28,D,EE,PA,CM,2770939,2011,,
249,2025-05-01,CONCLUÍDO,PD-00044-0017,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Rede de sensores sem fio com processamento embarcado para determinação do torque dinâmico, eficiência e diagnóstico de falhas em motores de indução em ambiente industrial",36,D,EE,PA,SM,340380,2011,2017-01-09,"386748,77"
250,2025-05-01,CANCELADO,PD-00044-0018,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Dispositivos Sinalizadores Digitais Inteligentes - DSDIs,24,D,SC,PA,CD,"834176,98",2011,,
251,2025-05-01,CANCELADO,PD-00044-0019,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Desenvolvimento experimental de protótipo de equipamento para monitoramento simultâneo e distribuído de parâmetros elétricos em redes secundárias e consumidores finais empregando comunicação sem fio.,24,D,MF,DE,ME,558174,2011,,
252,2025-05-01,CONCLUÍDO,PD-00044-0020,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Novos materiais isolantes e condutivos para redução de perdas técnicas na distribuição de energia elétrica.,28,D,PL,PA,MS,778260,2011,2019-04-10,"700994,61"
253,2025-05-01,CANCELADO,PD-00044-0021,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Sistema Multi-robôs Aéreos para Inspeção de Linhas de Distribuição de Energia Elétrica,24,D,SC,PA,SM,660960,2011,,
254,2025-05-01,CONCLUÍDO,PD-00044-0022,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,SISTEMA  SUPERVISÓRIO  PARA O GERENCIAMENTO OPERACIONAL EM SISTEMAS DE POTENCIA EM TEMPO REAL USANDO ALGORITMOS GENÉTICOS E HARDWARE RECONFIGURÁVEL,32,D,OP,DE,SM,268400,2011,2018-01-04,"195058,89"
255,2025-05-01,CANCELADO,PD-00044-0001,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Configuração Ótima de Redes de Sub-Transmissão e de Distribuição Primária de Acordo com Critérios Optativos,24,D,OP,PA,SW,259315,2009,,
256,2025-05-01,CANCELADO,PD-00044-0005,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Sistema de aterramento com cabo e haste de alumínio e suas ligas,24,D,SC,PA,CM,968830,2009,,
257,2025-05-01,CANCELADO,PD-00044-0007,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Estudo de Novas Concepções de Hastes de Aterramento em Malhas de Subestações e Sistemas MRT,30,D,SC,PA,CM,819445,2010,,
258,2025-05-01,CONCLUÍDO,PD-00044-0006,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Modelação de Erros em Medidores Eletrônicos de Energia Elétrica Reativa e Avaliação de Perdas, devido Efeitos das distorções harmônicas e desequilíbrios",30,D,MF,PA,SW,640300,2010,2014-11-30,"651497,58"
259,2025-05-01,CANCELADO,PD-00044-0004,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Metodologia para diagnóstico de perdas comerciais usando rede Bayesiana,24,D,MF,PA,CM,323187,2009,,
260,2025-05-01,EM ATRASO,PD-00044-0034,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Cabeça de série do Medidor e Software para Mapeamento de Iluminância em Interiores e Exteriores c a Determinação Tridimensional de Curvas Isolux para subsidiar Projetos de M&V e Eficiência Energética,14,D,EE,CS,ME,"693879,16",2017,,
261,2025-05-01,CONCLUÍDO,PD-00044-0033,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Simulação e análise do impacto de geradores distribuídos na operação das redes de distribuição da Eletrobras Distribuição Alagoas,47,D,OP,PA,SW,2223720,2017,2022-09-09,"1447237,92"
262,2025-05-01,CANCELADO,PD-00044-0026,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Núcleo de Referência para Pesquisa em Eficiência Energética e Desenvolvimento de Modelos de Análise e Recuperação de Perdas Técnicas e Comerciais,30,D,EE,PA,ME,3945360,2012,,
263,2025-05-01,CANCELADO,PD-00044-0025,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Metodologia e Software para Gestão Sistêmica da Qualidade de Energia (QEE), integrados em uma Plataforma de Engenharia - Informações Regulatórias e Suporte aos Processos Comercial e Engenharia",30,D,QC,DE,SW,1611240,2011,,
264,2025-05-01,CONCLUÍDO,PD-00044-0009,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Medição da qualidade, densidade e profundidade dos resultados dos projeto de eficiência energética - Metodologia, Instrumentação e Apuração.",21,D,EE,PA,CM,895050,2010,2014-11-30,"798154,76"
265,2025-05-01,CANCELADO,PD-00044-0008,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Metodologia para diagnóstico de perdas comerciais usando rede Bayesiana,24,D,MF,PA,CM,323187,2010,,
266,2025-05-01,CONCLUÍDO,PD-00044-0014,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Determinação do Estado Físico de Conservação de Isoladores através da Técnica de Rádio Frequência,30,D,SC,DE,SW,677800,2010,2019-07-02,"712262,54"
267,2025-05-01,CONCLUÍDO,PD-00044-0030,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Medidor e Software para Mapeamento de Iluminância em Interiores e Exteriores, com a Determinação Tridimensional de Curvas Isolux para subsidiar Projetos de M&V e Eficiência Energética",12,D,EE,DE,ME,"776403,5",2014,2017-04-03,"588303,42"
268,2025-05-01,CONCLUÍDO,PD-00044-0031,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Identificação e avaliação de perdas não-técnicas usando estimação de estados em redes MT e BT e técnicas de clusterização com parâmetros exógenos, para utilização no planejamento da expansão",27,D,MF,PA,CM,"2031678,56",2014,2019-05-14,"1796465,99"
269,2025-05-01,CANCELADO,PD-00044-0013,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,DISPOSITIVO TELEMÉTRICO EMBARCADO PARA DIAGNÓSTICO ENERGÉTICO DE MOTORES NA INDÚSTRIA,24,C,EE,PA,SM,389460,2010,,
270,2025-05-01,CONCLUÍDO,PD-00044-0032,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Instalação, análise e avaliação de sistemas de geração solar fotovoltaica integrados a um sistema supervisório para monitoramento e manutenção da eficiência energética",36,D,OU,PA,SW,"1882585,6",2017,2023-05-31,"1110159,32"
271,2025-05-01,CONCLUÍDO,PD-00044-0028,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Metodologia para Redução de Conflitos entre Linhas de Transmissão e Distribuição e Sítios Arqueológicos,24,D,MA,PA,CM,1819796,2014,2019-09-26,"1468575,23"
272,2025-05-01,EM ATRASO,PD-00044-0029,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,"Identificação Remota de Perdas Comerciais com Cargas Rurais Móveis - Blindagem de Áreas Críticas fundamentada em conceitos de Smart Grid, e modelo de ondas trafegantes para monitoramento de linhas",40,D,MF,PA,CM,2976491,2014,,
273,2025-05-01,EM ATRASO,PD-00044-0012,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,APLICAÇÃO DE TÉCNICAS DE INTELIGENCIA ARTIFICIAL PARA ESTIMAÇÃO DE ESTADO DOS SISTEMAS ELETRICOS DE POTENCIA EM TEMPO REAL DE OPERAÇÃO,44,D,OP,DE,SW,761880,2010,,"779239,19"
274,2025-05-01,CANCELADO,PD-00044-0011,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Sistema de Informação Geográfica para seleção de alvos e mapeamento de perdas comerciais,24,D,MF,PA,SW,1092766,2010,,
275,2025-05-01,CANCELADO,PD-00044-0023,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Ambiente Virtual Adaptativo baseado em Simulação e Agentes Tutores Inteligentes para Treinamento de Operadores de Subestações,24,D,OP,PA,SW,424360,2011,,
276,2025-05-01,CANCELADO,PD-00044-0024,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Equatorial AL,12272084000100,,Sistema Eletrônico Embarcado para Diagnostico das Condições de Aterramento de Subestações Energizadas,24,D,SC,DE,ME,918080,2011,,
277,2025-05-01,CANCELADO,PD-00046-0003,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,"Identificação de Variáveis Independentes e Mensuração do Impacto das Mesmas sob DIC, FIC e DMIC Através do Uso de Modelos Matemáticos Gerados por Análise de Regressão",4,D,QC,PA,CM,14800,2018,,
278,2025-05-01,CONCLUÍDO,PD-00046-0005,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,Desenvolvimento de um Sistema de Monitoramento Remoto de Chaves Fusíveis,31,D,SC,DE,SM,"277288,18",2014,2018-06-27,"268228,81"
279,2025-05-01,CONCLUÍDO,PD-00046-0004,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,Concepção e desenvolvimento de sistema para estabelecimento de nível adequado de perdas em pequenas concessionárias que atendem mercado com baixa densidade de carga em áreas rurais,24,D,MF,DE,SW,300000,2011,2014-06-18,"329858,74"
280,2025-05-01,EM ATRASO,PD-00046-0019,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,,,,,,,,2024,,
281,2025-05-01,CONCLUÍDO,PD-00046-0001,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,Modelo Robusto para Determinação do Seqüenciamento Ótimo de Manobras em Redes Primárias de Distribuição,24,D,PL,DE,SW,580000,2018,2013-08-01,"630637,51"
282,2025-05-01,CONCLUÍDO,PD-00046-0006,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,Utilização de Dendogramas e Mineração de Dados no Auxílio ao Despacho Otimizado de Turmas de Combate a Fraudes.,28,D,MF,PA,SW,"620023,6",2014,2019-08-09,"567077,3"
283,2025-05-01,EM ATRASO,PD-00046-0013,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,Desenvolvimento de solução de baixo custo para leitura e gerenciamento remoto de unidades consumidoras dispersas com tecnologia LoraWan.,48,D,MF,DE,CD,"991152,6",2017,,"828947,15"
284,2025-05-01,CONCLUÍDO,PD-00046-0014,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,13255658000196,,Cabeça de Série - Desenvolvimento de um Sistema de Monitoramento Remoto de Chaves Fusíveis,50,D,SC,CS,CD,"1291123,22",2018,2023-04-08,"1166052,05"
285,2025-05-01,EM EXECUÇÃO,PD-00047-0095,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,ALOCAÇÃO OTIMIZADA DE REATORES SATURADOS CABEÇA DE SÉRIE EM REDES DE DISTRIBUIÇÃO MULTIRRAMAIS PARA REGULAÇÃO DA TENSÃO,24,D,QC,CS,ME,"7181625,52",2023,,
286,2025-05-01,CONCLUÍDO,PD-00047-0035,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,Metodologia de avaliação dos impactos da implementação de políticas tarifárias Feed in em concessionárias de Distribuição,24,D,FA,PA,CM,576200,2010,2015-07-07,"567229,48"
287,2025-05-01,CANCELADO,PD-00047-0059,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,"Desenvolvimento de ferramenta computacional para  análise e quantificação da influência da inacessibilidade de turmas operacionais, em locais de grande risco,  no combate às perdas comerciais",24,D,MF,PA,SW,714530,2011,,
288,2025-05-01,CANCELADO,PD-00047-0058,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,"Identificação e análise de irregularidades detectadas internamente em medidores eletrônicos, com e sem memória de massa, e estruturação e construção de banco de dados.",24,D,MF,PA,SW,558440,2011,,
289,2025-05-01,CANCELADO,PD-00047-0057,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,"Metodologia de acreditação de organismos de inspeção de edifícios comerciais, de serviços, públicos e residenciais na área de eficiência energética",9,D,EE,PA,CM,453402,2011,,
290,2025-05-01,EM EXECUÇÃO,PD-00047-0097,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,Lote Pioneiro do Projeto Sensor Inteligente de 69kV,32,D,QC,LP,SM,"8930182,8",2024,,
291,2025-05-01,EM ATRASO,PD-00047-0083,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,Desenvolvimento de Tecnologia para Inserção de Microrrede em Sistemas Isolados,60,D,PL,PA,CM,"18007698,33",2018,,"13408141,75"
292,2025-05-01,CONCLUÍDO,PD-00047-0085,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,COELBA,15139629000194,,Torre de Emergência Móvel para Linhas de Subtransmissão em 69 e 138kV,24,D,SE,DE,ME,"3145225,15",2019,2022-09-12,"2885659,52"
